product_name,2026-03-26;start,2026-03-26;end,2026-03-27;start,2026-03-27;end,2026-03-28;start,2026-03-28;end,2026-03-29;start,2026-03-29;end,2026-03-30;start,2026-03-30;end,2026-03-31;start,2026-03-31;end,2026-04-01;start,2026-04-01;end,2026-04-02;start,2026-04-02;end,2026-04-03;start,2026-04-03;end,2026-04-04;start,2026-04-04;end,2026-04-05;start,2026-04-05;end,2026-04-06;start,2026-04-06;end,2026-04-07;start,2026-04-07;end,2026-04-08;start,2026-04-08;end,2026-04-09;start,2026-04-09;end,2026-04-10;start,2026-04-10;end,2026-04-11;start,2026-04-11;end,2026-04-12;start,2026-04-12;end,2026-04-13;start,2026-04-13;end,2026-04-14;start,2026-04-14;end,2026-04-15;start,2026-04-15;end,2026-04-16;start,2026-04-16;end,2026-04-17;start,2026-04-17;end,2026-04-18;start,2026-04-18;end,2026-04-19;start,2026-04-19;end,2026-04-20;start,2026-04-20;end,2026-04-21;start,2026-04-21;end,2026-04-22;start,2026-04-22;end,2026-04-23;start,2026-04-23;end,2026-04-24;start,2026-04-24;end
Late Kinetic Metal Sculpture Art Deco Period,76573.34,17596.66,72197.19,22295.7,73626.26,20723.02,71656.92,23558.92,79505.2,17227.0,79327.65,17227.0,81909.0,17227.0,65118.79,31314.36,60218.33,34582.67,74110.95,20694.12,76967.47,19836.02,75142.36,20575.5,66618.39,29089.41,61796.57,34116.6,68377.06,28178.03,67802.26,29951.64,80653.56,17227.0,67288.27,28699.97,66138.26,28985.59,67453.82,26477.52,74835.01,19317.03,70490.9,22912.89,75402.79,17227.0,76000.94,17227.0,71048.5,19827.45,59250.94,31729.56,70714.09,20413.65,59229.85,32378.71,73324.94,17974.39,65249.07,25155.87
Late Klipschorn Speaker Pair Regency Period Museum Deaccessioned,20779.53,11120.47,25747.87,6144.72,20651.34,11226.53,23751.08,7844.67,24143.28,7371.04,23816.69,7359.14,27182.97,5383.0,21472.32,9581.13,25238.27,6176.71,23417.37,8095.87,26072.21,5528.41,21797.67,9849.33,20888.54,10387.24,19616.14,11372.04,23645.5,7332.83,22230.64,8782.73,20961.59,10152.5,24799.09,6113.31,24412.53,6477.67,23513.64,7617.0,25499.07,5995.36,26539.4,5383.0,27220.49,5383.0,26008.73,5422.94,25778.4,5383.0,18713.62,10380.96,26751.01,5383.0,21238.7,10398.5,24446.31,7601.71,20384.16,11850.72
Late Marantz 2270 Receiver,5037.72,2452.28,4465.49,2979.32,5471.4,1901.34,4839.03,2477.79,5267.77,2097.55,4628.53,2758.56,5650.32,1769.23,5105.57,2384.5,5899.33,1575.0,5372.56,2169.63,5429.13,2129.08,4861.36,2605.15,4791.03,2148.68,5048.15,1875.51,4625.81,2959.57,5899.4,1749.56,5572.73,2112.42,4706.11,3066.33,6102.9,1671.69,5258.25,2589.89,6076.35,1803.52,5042.26,2819.21,5028.19,2770.81,5827.85,1967.01,5419.17,2289.86,4958.21,2745.51,4742.4,2896.8,5305.61,2350.54,5891.6,1841.7,5730.46,1957.72
Late Marble Bust Mid-Century,55700.95,29909.05,48656.35,36629.22,52414.83,33347.67,54048.79,31328.73,49838.42,35794.03,54879.76,30897.31,46390.64,29484.44,49104.47,36347.75,47586.5,38082.5,47627.7,38093.39,50382.96,35996.33,49967.7,36996.7,50960.56,36350.76,54697.83,33318.58,50600.27,37398.51,55069.76,32273.91,52965.84,34203.97,52334.08,35529.54,49489.79,38457.08,56408.87,31148.5,54335.93,33329.67,55460.9,33093.26,54539.58,34173.3,56706.23,31040.09,51408.39,37017.28,50787.22,37025.44,53099.62,35658.75,49602.31,38950.24,56079.16,33070.7,49723.84,39946.75
Late Mauritius Post Office Stamp,40075.01,27994.99,42286.8,25883.12,39881.46,28220.05,41234.18,26740.54,37431.0,23735.01,40868.96,20178.93,48405.43,18928.76,38801.21,28267.74,41120.63,25909.54,45426.06,21457.97,47860.71,19184.51,45157.11,21990.98,43122.44,24077.12,38859.29,28247.45,46482.78,20614.79,45020.18,22279.7,48770.26,18711.03,46487.67,20701.35,48949.24,18048.71,48624.04,18284.79,46183.94,20516.95,45793.81,20892.38,38598.45,28209.36,44429.53,22497.5,38913.58,28039.94,41341.03,25743.46,47735.4,19193.74,47310.28,19943.96,43344.33,24120.87,42881.54,24408.46
Late Mercedes Benz Star Emblem Vintage From Private Collection,3548.81,1701.19,4603.35,889.0,4160.85,991.06,3900.15,1238.47,3945.23,1186.1,3884.02,1280.84,4212.9,947.65,4149.98,999.32,4208.34,932.2,3381.62,1743.95,3227.18,1826.69,3890.49,1142.58,4268.66,889.0,3987.89,1013.68,3687.48,1293.48,4153.15,889.0,3216.32,1727.83,3806.93,1066.78,3211.34,1648.11,3985.07,889.0,3585.27,1213.55,3536.17,1312.85,4227.59,889.0,3786.04,1043.39,3642.27,1208.6,3055.69,1787.58,3391.1,1481.3,3465.74,1419.34,4189.17,889.0,4240.9,889.0
Late Mid-Century Arco Floor Lamp Good Condition,14705.4,9814.6,17290.28,7337.32,14651.61,10098.93,15234.07,9719.43,16303.49,8714.92,19169.08,6067.97,18787.65,6216.14,16018.49,8546.95,15642.03,8957.09,14993.1,9425.67,14948.82,9593.52,15955.25,8708.72,16197.42,8370.08,14829.83,9749.11,15039.04,9668.54,16077.61,8327.49,15712.59,8380.44,15021.9,8964.24,17124.06,7329.62,14941.46,10031.96,16348.45,8875.91,16693.99,8103.16,14614.86,10077.71,16067.58,8822.73,15332.26,9431.24,18271.61,6336.22,15991.87,8954.28,15934.09,8698.78,15054.86,9567.24,14419.81,10032.83
Late Miniature Portrait on Ivory,8229.43,4740.57,8518.9,4522.91,7311.43,5678.99,7656.18,5251.59,8638.22,4220.71,8519.83,4236.35,8253.76,4483.17,7733.42,5039.19,7877.87,5086.47,7818.89,5264.68,7600.95,5567.99,8888.67,4343.31,8876.57,4347.47,7926.56,5240.98,8034.75,5035.81,7397.69,5617.43,8001.98,4918.83,8085.08,4764.5,8250.34,4710.49,7436.58,5502.7,8358.05,4563.21,7934.89,5069.66,8509.72,4466.09,7444.1,5435.8,7547.81,5271.87,7318.2,5425.0,7697.9,5063.86,8470.89,4191.54,7277.78,5488.42,7385.92,5147.84
Late Mobil Pegasus Neon Sign,3295.64,2064.36,3402.44,1986.0,3229.54,2142.9,3061.62,2183.91,2971.68,2297.76,3282.02,2031.7,3282.96,1980.24,3202.44,2064.22,3121.1,2121.46,3248.68,1977.26,3250.66,1985.92,3160.13,2091.45,3178.01,2067.43,2888.35,2392.21,2948.59,2318.34,2878.17,2369.16,2967.23,2281.36,3248.25,1997.18,3376.57,1912.86,3185.06,2176.76,3276.75,2033.93,3240.42,2099.77,3360.86,2013.4,3358.66,2051.61,2999.76,2437.31,3369.26,2014.5,3388.38,1950.14,2965.88,2344.25,3104.99,2224.57,3069.42,2244.47
Late Nepalese Bronze Deity Figure,6368.39,1961.61,6266.37,1979.45,6078.54,2213.36,6070.68,2271.81,5938.8,2442.91,6315.81,2143.03,5484.32,2425.99,6255.22,2131.98,5630.91,2747.54,6617.81,1776.17,5592.88,2849.13,6452.89,1997.37,5848.06,2621.35,6100.93,2418.52,5950.52,2644.63,6670.97,1962.22,5573.55,3100.05,6817.48,1988.82,6366.2,2418.39,5613.86,3073.72,5792.66,2824.15,6426.38,2223.81,6772.33,1882.31,5961.49,2707.0,6009.65,2677.66,5327.03,3453.24,6526.83,2219.78,5949.31,2782.84,5644.4,3074.33,6540.19,2260.49
Late Oil on Canvas Landscape Art Deco Period,103592.44,53797.56,120717.64,37755.65,100439.71,57191.71,131754.16,27405.0,112524.05,44509.52,121448.94,35065.69,107131.5,48541.41,115898.68,40172.23,104952.87,51769.94,117886.52,38375.09,122911.2,31990.28,120810.72,36017.26,125611.12,31036.16,110483.07,46156.9,114127.27,41110.51,115526.95,38615.17,100536.26,56183.67,109443.0,47538.84,102208.05,53795.97,135398.74,27405.0,134546.48,27405.0,124794.61,33812.23,102829.38,55542.34,106723.05,51204.44,105674.02,53872.98,102416.96,56282.31,129528.08,28771.32,127028.74,29935.13,108354.55,49378.77,119371.36,36195.74
Late Orrefors Crystal Vase Signed Art Deco Period As Found,319.36,170.64,325.59,162.92,313.79,173.12,324.83,166.33,280.58,213.86,290.45,200.63,294.12,190.64,331.18,157.06,300.85,188.46,302.19,190.53,286.88,208.25,305.53,187.86,340.81,157.87,326.41,164.38,327.62,161.49,328.99,163.15,284.02,209.43,304.16,188.61,297.87,196.31,287.05,200.88,293.26,194.52,277.29,209.14,297.37,181.47,290.07,190.18,300.33,179.58,331.17,145.89,321.06,159.66,277.35,205.32,275.87,202.34,284.95,194.52
Late Orrefors Crystal Vase Signed Early 20th Century,26043.59,8406.41,22152.64,11837.22,21690.25,12889.35,27867.04,6615.0,23643.53,10990.06,28576.73,6615.0,23567.97,7317.17,24121.73,7106.7,23425.56,10212.53,21733.06,10588.8,22512.91,10452.03,23134.19,9497.24,23849.48,9510.11,23716.11,10248.21,23060.02,10239.15,23114.74,10386.63,20516.01,12687.98,22017.72,10341.07,20731.75,10826.95,26154.33,6615.0,24731.27,7737.26,23927.7,9289.31,25452.62,7409.06,25260.28,6751.62,24484.05,6681.75,23525.88,7414.87,25854.04,6615.0,21165.17,9587.09,21113.56,10157.1,21921.01,9641.95
Late Pave Diamond Bangle c.1910,63764.54,26815.46,76547.71,15497.999999999998,59929.59,30149.72,61449.57,21265.79,69609.18,20609.32,68938.78,21776.86,79956.2,15497.999999999998,68228.94,22806.46,68200.02,23239.59,59400.31,32040.69,79093.88,15497.999999999998,69182.04,22894.75,76318.35,15497.999999999998,60715.94,30990.99,78272.25,15497.999999999998,69857.38,21950.03,65500.8,26916.46,67234.44,26513.05,63246.95,30773.93,63315.57,30095.61,62189.46,31523.08,60377.77,33886.96,81118.64,15497.999999999998,63107.89,30777.77,72469.78,22580.75,81550.11,15497.999999999998,83843.89,15497.999999999998,81083.83,15497.999999999998,80369.43,15497.999999999998,69336.09,25902.53
Late Penny Black 1840 c.1970,10810.66,8499.34,12476.41,6591.25,11188.78,8522.76,12952.25,7763.42,13857.44,7055.76,12677.57,8322.7,11782.45,8802.72,10602.66,8297.24,11995.4,8296.48,13358.43,7236.55,13262.83,7671.48,11710.36,9054.52,12380.08,7644.64,11427.42,8359.01,11929.65,8029.24,11485.31,8018.75,13052.45,6684.4,11412.7,8150.16,11055.79,8527.55,11862.84,7893.42,11432.6,8015.34,12801.61,6670.94,11727.62,7804.34,10910.25,8446.46,11578.95,8139.25,12380.63,7241.41,12503.72,6936.81,11650.06,8216.26,12512.9,6947.05,12299.06,7171.21
Late Persian Miniature Manuscript Page c.1840 As Found,49252.7,20417.3,51463.94,18681.26,42078.12,27991.0,47330.88,23349.15,47896.0,22950.16,41869.08,28713.04,48033.97,22239.38,41162.35,28403.28,44145.18,25943.81,51590.27,19279.44,53289.85,17446.81,47944.1,23164.21,44770.13,26030.02,47304.31,23843.09,51838.94,19491.99,53367.33,17487.31,42846.64,28038.49,47414.25,23333.02,52612.12,18086.86,44995.01,25884.05,52689.25,17196.51,45833.18,25132.49,50896.17,20597.02,53395.5,18365.76,48782.2,22799.78,44589.71,26603.57,49123.77,22552.25,43204.11,28872.05,43263.5,27473.19,46087.79,24568.85
Late Pietra Dura Inlay Table Top c.1780,28782.05,6783.0,22110.18,12648.09,28654.1,6783.0,22929.66,11731.92,27127.37,7385.9,22843.1,11980.85,28460.09,6783.0,22309.87,12667.39,28808.63,6783.0,21967.08,13130.64,27613.39,7295.56,21665.1,13497.81,27981.54,7170.42,27098.63,8002.38,25969.61,8776.89,26128.74,8851.09,27067.52,7829.05,28633.48,6783.0,25275.46,10269.68,21933.28,13113.48,23679.39,11686.51,24801.37,10545.3,27887.21,7216.07,25083.9,10167.47,26465.68,8689.22,28300.3,6783.0,28503.01,6783.0,23881.77,10997.78,24260.31,10706.94,23459.67,11842.54
Late Pre-Prohibition Bourbon Bottle Federal Period,23090.54,9829.46,24006.8,9611.12,22015.13,10697.68,20637.56,11719.17,23266.66,10274.0,20667.33,13253.55,23182.31,10882.26,25527.11,9934.9,24809.26,11367.01,22486.99,13164.37,25394.5,10837.33,21598.62,13552.46,27703.36,7584.25,22210.93,12737.99,26386.63,8598.94,24552.65,9706.08,23749.24,11120.05,26800.52,8311.23,24090.09,11391.7,22103.76,13189.18,25123.24,9950.24,24112.34,9528.25,22170.99,12112.13,20638.63,13327.1,25515.23,9023.82,21670.24,10625.98,23036.1,11751.38,27327.91,7864.52,23058.08,11209.16,22005.19,13446.71
Late Ptolemy Atlas Page,12176.36,3963.64,13883.98,2898.0,10773.15,5213.06,12543.92,3327.21,12803.21,3097.22,10656.58,5140.34,11581.05,4356.41,11836.39,4083.65,13066.83,2958.12,10570.96,4674.0,11596.51,4688.42,11504.46,4774.73,13154.7,3163.24,12479.72,3946.8,12782.72,3545.45,12374.52,4006.09,13009.94,3407.11,10853.42,5635.52,10213.21,6133.93,11189.29,5223.44,13701.92,2898.0,12952.03,3223.34,13106.27,2964.38,13050.6,3070.92,10303.35,5796.75,12146.52,3953.01,13126.76,2951.71,10522.18,5549.21,13484.17,2898.0,12845.77,3367.25
Late Renaissance Revival Armoire,27983.83,7156.17,27445.73,7941.98,27614.12,8032.63,24748.48,10666.83,23806.16,12102.69,27771.14,8554.55,29403.17,7099.69,26732.67,9593.53,25961.75,10768.7,27718.74,9480.4,28248.18,8572.22,28315.4,8891.24,22709.77,14596.31,25444.74,11647.56,23309.59,13847.29,25601.37,11861.57,29416.09,8173.58,24937.58,12925.95,25596.85,11974.22,26370.89,10765.77,29037.27,7981.93,30130.1,7378.88,26216.83,11368.9,28888.02,9012.41,26363.32,10900.14,27174.67,9834.45,25830.72,10977.55,26390.95,10850.94,27170.86,9809.78,28221.64,8712.28
Late Retro Ruby Bracelet Federal Period,44675.59,20874.41,42795.4,22495.58,51837.65,14045.54,43640.5,22966.33,54255.67,11830.22,42440.03,24377.98,58162.94,11515.0,47910.08,19571.56,50619.18,17407.61,45288.4,22484.71,46010.56,20477.48,52039.51,13239.93,47801.36,18030.82,44669.26,20871.09,50006.83,15110.36,54433.64,11515.0,46013.08,18691.42,40887.27,22933.46,47577.12,16378.51,46374.41,11515.0,53383.95,11515.0,45103.21,18220.37,49613.08,13176.78,44210.78,19660.92,52669.74,11535.92,50183.37,14119.97,45528.12,17551.68,44026.32,18391.11,52779.79,11515.0,52089.65,11515.0
Late Revenue Stamp Collection,55137.48,17832.52,55608.86,17135.05,43855.39,29045.84,46546.77,25976.36,55239.89,16933.75,52655.24,20132.0,55469.06,17879.32,43797.21,29053.66,52652.39,21398.39,57082.33,17109.73,51268.04,23545.88,53495.6,21352.59,53848.32,20498.67,53854.29,21070.92,52301.67,22495.56,53522.18,21940.25,56863.82,19102.39,47600.32,28529.09,47076.64,29210.08,56811.58,19551.81,56929.1,18662.5,51428.31,23771.23,46337.35,28978.54,49005.02,25234.76,53638.64,20433.85,54356.34,19245.14,56112.45,16813.12,49444.1,23198.97,47088.55,24834.64,52191.18,19659.39
Late Richard Avedon Portrait Print Unrestored,15204.72,7555.28,13381.08,9453.28,15299.16,7371.52,14357.29,8187.59,14989.2,7748.79,14152.79,8626.06,12824.31,9736.91,14849.74,9376.29,15216.06,7238.35,13489.34,8891.09,15373.34,7217.78,13528.6,9237.21,13650.67,9288.5,14807.27,8018.73,12907.46,9711.79,15169.87,7277.41,12652.73,7434.58,13233.05,6846.82,13628.11,8679.57,13425.52,9028.33,14931.43,7511.0,14101.29,8526.03,13204.67,9337.7,13880.49,8609.37,13274.66,9437.17,13780.29,8675.67,12646.27,9849.25,12836.06,9580.72,13701.77,8719.94,14527.36,7775.55
Late Rookwood Art Pottery Vase From Private Collection,12138.54,5211.46,13201.21,4050.27,13222.41,4072.77,11064.93,6320.53,11673.36,5739.62,12381.99,5259.6,12867.49,4848.01,13324.38,4271.72,11375.86,6105.67,12528.13,5030.0,12633.07,5118.09,10871.1,6889.72,12297.87,5505.7,13430.69,4493.3,13216.27,4652.66,12576.05,5397.89,11902.55,6218.42,13040.73,5053.54,10765.19,7458.98,13070.96,5030.99,12382.15,5770.11,12524.11,5534.58,12628.87,5229.72,11482.8,6258.01,12729.08,5001.85,10486.0,7063.43,12683.71,5017.29,13455.04,4239.46,10801.26,6911.69,12058.18,5864.68
Late Roseville Sunflower Vase Mid-Century,21986.94,8693.06,20442.74,10408.67,23370.92,7425.8,20123.1,10631.37,24802.24,6272.0,20917.63,9906.38,19110.51,11621.77,18754.3,11987.57,18624.55,12001.1,22537.22,7956.79,19198.37,11265.91,19739.56,10736.8,22985.61,7419.23,18454.92,12016.7,19768.04,10563.43,21435.88,6272.0,20994.63,6274.26,23108.07,7036.87,22694.46,7502.4,21338.63,8798.92,20036.55,10094.39,21187.46,8910.81,21926.7,8212.9,23552.81,6614.76,23598.91,6540.69,19363.33,10622.19,23962.99,6272.0,20524.54,9446.93,20844.27,9156.03,20075.87,10029.57
Late Sarouk Fereghan Rug With Provenance,25750.36,16339.64,28703.48,13305.02,26196.58,15763.86,27095.72,14948.7,31224.21,11051.72,30751.42,11630.66,25972.55,15988.73,33516.88,8622.33,29773.09,12197.68,26318.45,15473.69,30607.02,9220.25,27539.73,12379.44,26660.31,15313.17,33523.57,8463.0,28896.88,13038.56,32617.19,9572.5,27599.55,14645.21,26405.81,15609.68,26239.24,15909.94,28934.52,12960.08,33191.91,8463.0,25447.88,15652.09,26264.25,14400.71,25100.78,15160.48,30508.63,9581.96,31760.11,8504.69,31915.84,8463.0,32965.24,8463.0,30812.98,10257.06,26723.14,14469.11
Late Scrimshaw Whale Tooth,8139.31,3890.69,8978.81,2987.09,8907.16,3120.77,8107.77,3968.03,7465.24,4598.7,9585.45,2507.16,8813.99,3431.54,7998.84,4328.83,9521.61,2892.05,8125.67,4220.89,8688.25,3714.62,8816.1,3630.64,8725.97,3790.59,8638.9,3828.47,8111.11,4363.42,8231.46,4347.25,8678.04,3850.8,9175.51,3421.8,8597.24,4021.73,8622.83,3953.98,9232.3,3255.1,9592.4,2777.58,8627.66,3580.63,7961.6,4289.11,7387.75,4851.47,8737.01,2499.0,7399.01,4836.79,9045.91,3283.65,8665.0,3868.75,9578.09,2930.57
Late Seated Liberty Half Dollar,39941.28,24718.72,41916.63,22483.35,37934.92,27508.39,45669.12,20797.51,40067.11,26917.15,43647.93,23224.61,42348.98,23830.95,41584.39,22023.17,36895.94,27271.53,37546.45,23731.97,38625.94,24090.34,37774.11,22820.86,35920.8,24757.65,35921.84,24962.2,35072.27,25514.93,36637.91,27585.33,35058.1,26085.79,35521.6,23555.67,40036.37,20027.77,35343.3,25385.97,40329.46,20000.62,37961.86,22918.69,40315.24,19439.06,40084.22,20084.19,35393.35,25682.35,38058.81,23937.1,38057.3,23152.73,39071.22,21929.86,37205.49,23931.94,38890.73,21098.58
Late Ship Figurehead Carved,503.52,336.48,449.99,389.25,467.44,363.05,484.82,346.63,450.19,380.14,491.7,341.66,484.48,418.43,458.73,383.12,485.73,356.82,453.08,388.5,479.46,369.16,481.54,365.72,471.22,379.31,488.69,358.71,507.51,331.05,482.11,352.53,491.27,347.13,511.1,331.4,502.62,340.22,490.2,350.73,504.36,338.89,474.4,369.34,466.21,379.05,467.62,380.71,472.59,374.51,454.9,391.8,471.3,372.45,508.67,335.07,453.17,385.83,476.03,358.31
Late Silk Route Trade Map Reproduction,12125.59,5754.41,11515.86,6389.16,11032.01,6666.42,12788.32,4951.98,10951.25,6834.74,10967.2,6894.93,12337.26,5660.64,11689.89,6197.77,11616.08,6237.37,11896.86,6113.63,12663.45,5568.48,11549.35,6634.9,13009.86,5077.43,10632.22,7162.64,12801.56,5104.14,10838.02,4908.18,10924.2,4890.62,12245.58,5827.28,11052.25,7274.87,13608.11,4891.15,11085.96,7424.14,13695.26,6222.04,12781.38,5753.23,11024.67,7532.36,11449.62,7016.65,12454.3,5935.97,13742.18,4643.15,10990.42,7454.05,13729.5,4745.96,11641.53,6873.26
Late Slide Rule Collection From Private Collection,19246.48,7553.52,17516.56,9106.82,17906.99,8790.03,17327.2,9508.1,17879.55,9265.19,19510.95,7730.02,17867.47,9170.53,18944.19,7927.19,18136.11,10151.35,17878.26,7242.74,19742.64,6963.41,18967.26,7541.12,18334.72,8117.79,16029.78,10423.35,15931.63,10483.95,19340.85,7100.7,15853.98,10653.02,17049.33,9537.75,19558.16,7215.98,19505.55,7153.94,17547.69,9212.93,16626.02,10398.31,17133.68,10009.68,20311.49,7040.85,19653.8,7371.09,16730.83,10059.96,16327.47,10702.41,16103.79,10844.15,17451.94,9533.23,16412.94,10993.63
Late Soapstone Animal Carving,24117.2,12972.8,30020.1,7559.32,27770.57,9516.82,24902.17,12413.39,23773.56,13636.84,25152.6,12652.04,25172.63,10053.14,27718.75,10733.48,24692.5,13238.38,26551.32,11825.17,25909.91,12330.75,31590.33,6797.0,29522.33,8997.53,24253.41,14897.08,29927.35,8952.27,28116.21,11177.02,32292.76,6974.15,32551.12,7064.41,26044.35,14011.37,33691.41,6797.0,31060.92,9748.71,34172.86,6797.0,25827.56,14377.49,28677.44,11355.73,31413.95,8482.34,31434.16,8503.62,30510.42,10055.66,30756.22,9391.86,33263.8,6983.01,34106.12,6797.0
Late Spanish Doubloon,87218.61,52151.39,105990.07,33384.11,85413.19,52750.26,93679.92,44333.88,88136.53,50630.85,102238.37,34956.15,87907.0,48739.35,97612.33,38954.46,81182.87,55526.08,86515.65,49331.52,81669.51,53938.81,86239.61,47821.9,98013.05,36904.87,91506.3,42324.96,95960.49,38329.66,98230.48,35215.27,86275.62,46703.53,95443.44,36579.32,102676.47,30890.999999999996,89227.11,41916.52,83684.04,46866.97,78726.63,52197.45,90358.22,41234.58,98747.31,32534.81,101469.68,30890.999999999996,91860.64,40505.71,93419.19,37954.84,100333.57,31001.8,86680.53,44593.9,97713.94,34324.78
Late Spanish Doubloon 18th Century,60648.93,16031.07,59374.6,15971.69,49606.24,25132.35,62058.31,15035.999999999998,59791.87,15035.999999999998,45254.37,28661.85,49615.23,24681.96,47042.06,27216.27,53663.74,20204.71,57640.44,16134.12,60369.77,15035.999999999998,56290.96,16680.62,54879.62,18593.94,49926.48,23820.41,47327.63,25818.31,55421.28,17562.17,45187.44,28297.6,52802.81,20600.0,55229.9,18466.87,48297.12,24312.51,47626.67,25810.41,47931.74,25151.09,57217.26,15454.87,55444.68,16694.69,48651.47,23613.65,48714.63,24278.46,50745.21,22450.76,48422.06,24740.23,47027.51,26479.79,55211.06,17571.13
Late Standing Liberty Quarter,33220.66,23879.34,34493.66,22204.96,35646.91,21500.01,35771.61,22485.4,34901.93,25234.9,34879.65,23963.67,35809.99,23501.59,34878.92,23270.62,34552.68,25819.64,36296.1,25702.87,34450.12,25780.87,37276.69,22666.72,36738.44,22429.39,36953.26,21622.42,31614.82,25904.16,33618.22,23492.45,34574.33,21792.61,31997.04,24375.19,32072.75,25805.21,34943.9,22459.64,35073.74,21152.93,33991.4,21913.49,32402.04,22436.47,33222.13,19975.54,29673.94,24080.74,31336.69,22551.83,30293.48,21679.23,29983.01,22427.78,31195.18,20347.92,32221.63,20317.14
Late Steinway Model B Grand Piano,44796.53,32573.47,44698.61,33393.89,45084.27,32511.4,48639.77,28411.5,44446.15,32812.6,49263.95,28387.2,48139.93,29358.81,52925.28,24671.89,49013.68,28794.12,44513.5,23741.31,47040.21,30647.23,47265.25,30796.24,46964.02,30858.89,46274.41,32258.03,54574.35,24042.04,45238.77,33674.91,45575.6,32531.72,44739.64,33442.55,49939.98,29030.25,55790.13,23703.39,48011.13,32007.62,49734.29,29795.13,48093.69,31374.85,45084.16,33461.09,49148.19,29434.83,50221.67,27741.23,48465.66,29543.23,53719.53,24660.66,52296.4,25633.87,50298.68,27964.52
Late Stephen Shore Uncommon Places,33664.05,10785.95,29954.05,14948.83,27907.37,16739.16,32456.42,11862.05,29980.77,14413.78,31011.99,13066.64,31766.85,11911.63,25638.67,17880.97,27162.06,16533.18,26936.67,16973.5,27746.42,16380.7,30144.52,14482.15,26804.65,17924.12,27079.46,17515.42,27172.81,17454.11,29131.56,15714.9,30551.09,14467.99,32434.88,12843.57,34448.13,10902.19,33694.72,11894.02,27275.53,18614.3,28300.29,17700.27,28581.11,17479.71,29686.86,16394.91,32772.27,13464.13,33417.98,12685.38,34888.58,11579.48,28635.22,17979.1,30710.07,16491.0,29003.87,18197.68
Late Stone Abstract Form,75228.76,41201.24,72445.75,43465.62,70614.95,45146.5,71983.2,43695.63,87139.1,29358.61,88947.95,26956.44,90120.72,25623.81,77397.29,36880.87,80418.07,32919.66,79134.6,33788.22,87155.11,25991.14,85673.21,27397.95,78162.46,35211.14,84044.68,29475.42,83401.9,30134.23,87277.37,25869.59,81761.7,30901.37,79213.11,33798.64,74718.96,38582.77,83668.56,29194.11,87416.56,25501.0,71187.55,41785.29,67885.82,44311.73,72986.81,37998.34,76380.25,33728.94,81704.13,27602.55,78503.39,31202.0,73574.94,35937.51,72392.26,37506.85,76418.43,33773.39
Late Surrealist Dreamscape,54304.75,33295.25,50301.04,37281.11,52579.84,34512.68,53970.03,32249.46,50407.84,37325.75,55759.91,33164.58,54207.26,34906.58,56122.56,33472.94,53880.22,35904.78,49349.28,39837.73,53830.22,35868.22,52566.35,36060.81,52828.27,36931.62,51957.17,37175.13,52211.51,36321.04,56173.47,32108.29,52129.09,36660.31,49501.33,39469.38,56648.31,32860.27,50255.54,38610.24,51779.89,36205.64,49272.62,38562.85,51326.22,38004.69,52164.75,36454.14,54470.83,33591.28,53246.13,35108.1,51243.49,36324.47,52412.08,34181.52,52635.86,34173.02,48436.74,37943.66
Late Sweden Treskilling Yellow,12266.62,6423.38,11804.82,6747.2,12047.28,6468.45,10681.57,7898.98,10985.28,7464.77,11899.45,6746.12,11153.79,7444.89,11753.3,6771.45,11699.51,6817.14,11060.54,7434.78,12026.83,6501.92,11043.42,7372.57,11470.93,6928.93,11929.53,6255.09,10686.53,7526.21,10238.53,7762.07,11391.53,6704.38,10729.83,7305.57,10837.9,7190.01,10118.47,7787.64,10941.26,6669.12,11635.88,5863.81,12431.89,6034.01,9950.24,7167.88,10071.8,6995.98,10230.2,6861.52,10831.57,6356.59,9711.95,7463.82,11054.63,6033.27,10238.02,6880.17
